state,date,age_group,fertility_rate
W.P. Kuala Lumpur,2018-01-01,20-24,33.47
W.P. Kuala Lumpur,2018-01-01,25-29,82.03
W.P. Kuala Lumpur,2018-01-01,30-34,97.21
W.P. Kuala Lumpur,2018-01-01,35-39,56.6
W.P. Kuala Lumpur,2018-01-01,40-44,16.46
W.P. Kuala Lumpur,2018-01-01,45-49,1.08
W.P. Kuala Lumpur,2018-01-01,tfr,1.47
W.P. Kuala Lumpur,2019-01-01,15-19,6.71
W.P. Kuala Lumpur,2019-01-01,20-24,38.24
W.P. Kuala Lumpur,2019-01-01,25-29,95.25
W.P. Kuala Lumpur,2019-01-01,30-34,109.49
W.P. Kuala Lumpur,2019-01-01,35-39,67.01
W.P. Kuala Lumpur,2019-01-01,40-44,18.38
W.P. Kuala Lumpur,2019-01-01,45-49,1.61
W.P. Kuala Lumpur,2019-01-01,tfr,1.68
W.P. Kuala Lumpur,2020-01-01,15-19,5.83
W.P. Kuala Lumpur,2020-01-01,20-24,31.52
W.P. Kuala Lumpur,2020-01-01,25-29,84.55
W.P. Kuala Lumpur,2020-01-01,30-34,99.85
W.P. Kuala Lumpur,2020-01-01,35-39,59.02
W.P. Kuala Lumpur,2020-01-01,40-44,15.58
W.P. Kuala Lumpur,2020-01-01,45-49,1.36
W.P. Kuala Lumpur,2020-01-01,tfr,1.49
W.P. Kuala Lumpur,2021-01-01,15-19,3.53
W.P. Kuala Lumpur,2021-01-01,20-24,31.07
W.P. Kuala Lumpur,2021-01-01,25-29,73.49
W.P. Kuala Lumpur,2021-01-01,30-34,75.58
W.P. Kuala Lumpur,2021-01-01,35-39,43.91
W.P. Kuala Lumpur,2021-01-01,40-44,12.63
W.P. Kuala Lumpur,2021-01-01,45-49,1.0
W.P. Kuala Lumpur,2021-01-01,tfr,1.21
W.P. Kuala Lumpur,2022-01-01,15-19,3.0
W.P. Kuala Lumpur,2022-01-01,20-24,31.0
W.P. Kuala Lumpur,2022-01-01,25-29,80.0
W.P. Kuala Lumpur,2022-01-01,30-34,71.0
W.P. Kuala Lumpur,2022-01-01,35-39,42.0
W.P. Kuala Lumpur,2022-01-01,40-44,10.0
W.P. Kuala Lumpur,2022-01-01,45-49,1.0
W.P. Kuala Lumpur,2022-01-01,tfr,1.19
W.P. Kuala Lumpur,2023-01-01,15-19,5.0
W.P. Kuala Lumpur,2023-01-01,20-24,32.0
W.P. Kuala Lumpur,2023-01-01,25-29,90.0
W.P. Kuala Lumpur,2023-01-01,30-34,75.0
W.P. Kuala Lumpur,2023-01-01,35-39,46.0
W.P. Kuala Lumpur,2023-01-01,40-44,11.0
W.P. Kuala Lumpur,2023-01-01,45-49,1.0
W.P. Kuala Lumpur,2023-01-01,tfr,1.31
W.P. Kuala Lumpur,2024-01-01,15-19,4.0
W.P. Kuala Lumpur,2024-01-01,20-24,28.0
W.P. Kuala Lumpur,2024-01-01,25-29,88.0
W.P. Kuala Lumpur,2024-01-01,30-34,78.0
W.P. Kuala Lumpur,2024-01-01,35-39,47.0
W.P. Kuala Lumpur,2024-01-01,40-44,11.0
W.P. Kuala Lumpur,2024-01-01,45-49,1.0
W.P. Kuala Lumpur,2024-01-01,tfr,1.3
W.P. Labuan,2001-01-01,15-19,24.0
W.P. Labuan,2001-01-01,20-24,99.0
W.P. Labuan,2001-01-01,25-29,143.0
W.P. Labuan,2001-01-01,30-34,108.0
W.P. Labuan,2001-01-01,35-39,63.0
W.P. Labuan,2001-01-01,40-44,18.0
W.P. Labuan,2001-01-01,45-49,7.0
W.P. Labuan,2001-01-01,tfr,2.3
W.P. Labuan,2002-01-01,15-19,16.0
W.P. Labuan,2002-01-01,20-24,84.0
W.P. Labuan,2002-01-01,25-29,144.0
W.P. Labuan,2002-01-01,30-34,121.0
W.P. Labuan,2002-01-01,35-39,62.0
W.P. Labuan,2002-01-01,40-44,21.0
W.P. Labuan,2002-01-01,45-49,3.0
W.P. Labuan,2002-01-01,tfr,2.26
W.P. Labuan,2003-01-01,15-19,18.0
W.P. Labuan,2003-01-01,20-24,92.0
W.P. Labuan,2003-01-01,25-29,146.0
W.P. Labuan,2003-01-01,30-34,126.0
W.P. Labuan,2003-01-01,35-39,73.0
W.P. Labuan,2003-01-01,40-44,22.0
W.P. Labuan,2003-01-01,45-49,5.0
W.P. Labuan,2003-01-01,tfr,2.4
W.P. Labuan,2004-01-01,15-19,16.0
W.P. Labuan,2004-01-01,20-24,78.0
W.P. Labuan,2004-01-01,25-29,142.0
W.P. Labuan,2004-01-01,30-34,121.0
W.P. Labuan,2004-01-01,35-39,70.0
W.P. Labuan,2004-01-01,40-44,23.0
W.P. Labuan,2004-01-01,45-49,3.0
W.P. Labuan,2004-01-01,tfr,2.26
W.P. Labuan,2005-01-01,15-19,14.0
W.P. Labuan,2005-01-01,20-24,78.0
W.P. Labuan,2005-01-01,25-29,141.0
W.P. Labuan,2005-01-01,30-34,119.0
W.P. Labuan,2005-01-01,35-39,65.0
W.P. Labuan,2005-01-01,40-44,18.0
W.P. Labuan,2005-01-01,45-49,2.0
W.P. Labuan,2005-01-01,tfr,2.18
W.P. Labuan,2006-01-01,15-19,18.0
W.P. Labuan,2006-01-01,20-24,72.0
W.P. Labuan,2006-01-01,25-29,140.0
W.P. Labuan,2006-01-01,30-34,121.0
W.P. Labuan,2006-01-01,35-39,68.0
W.P. Labuan,2006-01-01,40-44,23.0
W.P. Labuan,2006-01-01,45-49,5.0
W.P. Labuan,2006-01-01,tfr,2.24
W.P. Labuan,2007-01-01,15-19,25.0
W.P. Labuan,2007-01-01,20-24,66.0
W.P. Labuan,2007-01-01,25-29,126.0
W.P. Labuan,2007-01-01,30-34,121.0
W.P. Labuan,2007-01-01,35-39,65.0
W.P. Labuan,2007-01-01,40-44,24.0
W.P. Labuan,2007-01-01,45-49,1.0
W.P. Labuan,2007-01-01,tfr,2.13
W.P. Labuan,2008-01-01,15-19,26.0
W.P. Labuan,2008-01-01,20-24,71.0
W.P. Labuan,2008-01-01,25-29,110.0
W.P. Labuan,2008-01-01,30-34,140.0
W.P. Labuan,2008-01-01,35-39,63.0
W.P. Labuan,2008-01-01,40-44,29.0
W.P. Labuan,2008-01-01,45-49,4.0
W.P. Labuan,2008-01-01,tfr,2.21
W.P. Labuan,2009-01-01,15-19,26.0
W.P. Labuan,2009-01-01,20-24,73.0
W.P. Labuan,2009-01-01,25-29,102.0
W.P. Labuan,2009-01-01,30-34,128.0
W.P. Labuan,2009-01-01,35-39,59.0
W.P. Labuan,2009-01-01,40-44,25.0
W.P. Labuan,2009-01-01,45-49,4.0
W.P. Labuan,2009-01-01,tfr,2.09
W.P. Labuan,2010-01-01,15-19,25.0
W.P. Labuan,2010-01-01,20-24,76.0
W.P. Labuan,2010-01-01,25-29,92.0
W.P. Labuan,2010-01-01,30-34,121.0
W.P. Labuan,2010-01-01,35-39,60.0
W.P. Labuan,2010-01-01,40-44,19.0
W.P. Labuan,2010-01-01,45-49,4.0
W.P. Labuan,2010-01-01,tfr,1.98
W.P. Labuan,2011-01-01,15-19,24.0
W.P. Labuan,2011-01-01,20-24,79.0
W.P. Labuan,2011-01-01,25-29,97.0
W.P. Labuan,2011-01-01,30-34,119.0
W.P. Labuan,2011-01-01,35-39,68.0
W.P. Labuan,2011-01-01,40-44,21.0
W.P. Labuan,2011-01-01,45-49,3.0
W.P. Labuan,2011-01-01,tfr,2.05
W.P. Labuan,2012-01-01,15-19,25.0
W.P. Labuan,2012-01-01,20-24,80.0
W.P. Labuan,2012-01-01,25-29,101.0
W.P. Labuan,2012-01-01,30-34,102.0
W.P. Labuan,2012-01-01,35-39,78.0
W.P. Labuan,2012-01-01,40-44,20.0
W.P. Labuan,2012-01-01,45-49,4.0
W.P. Labuan,2012-01-01,tfr,2.04
W.P. Labuan,2013-01-01,15-19,23.0
W.P. Labuan,2013-01-01,20-24,86.0
W.P. Labuan,2013-01-01,25-29,105.0
W.P. Labuan,2013-01-01,30-34,86.0
W.P. Labuan,2013-01-01,35-39,77.0
W.P. Labuan,2013-01-01,40-44,19.0
W.P. Labuan,2013-01-01,45-49,4.0
W.P. Labuan,2013-01-01,tfr,2.0
W.P. Labuan,2014-01-01,15-19,31.0
W.P. Labuan,2014-01-01,20-24,79.0
W.P. Labuan,2014-01-01,25-29,116.0
W.P. Labuan,2014-01-01,30-34,93.0
W.P. Labuan,2014-01-01,35-39,70.0
W.P. Labuan,2014-01-01,40-44,21.0
W.P. Labuan,2014-01-01,45-49,1.0
W.P. Labuan,2014-01-01,tfr,2.05
W.P. Labuan,2015-01-01,15-19,30.0
W.P. Labuan,2015-01-01,20-24,79.0
W.P. Labuan,2015-01-01,25-29,123.0
W.P. Labuan,2015-01-01,30-34,97.0
W.P. Labuan,2015-01-01,35-39,79.0
W.P. Labuan,2015-01-01,40-44,18.0
W.P. Labuan,2015-01-01,45-49,2.0
W.P. Labuan,2015-01-01,tfr,2.13
W.P. Labuan,2016-01-01,15-19,24.0
W.P. Labuan,2016-01-01,20-24,64.0
W.P. Labuan,2016-01-01,25-29,115.0
W.P. Labuan,2016-01-01,30-34,88.0
W.P. Labuan,2016-01-01,35-39,64.0
W.P. Labuan,2016-01-01,40-44,22.0
W.P. Labuan,2016-01-01,45-49,2.0
W.P. Labuan,2016-01-01,tfr,1.89
W.P. Labuan,2017-01-01,15-19,21.0
W.P. Labuan,2017-01-01,20-24,63.0
W.P. Labuan,2017-01-01,25-29,113.0
W.P. Labuan,2017-01-01,30-34,88.0
W.P. Labuan,2017-01-01,35-39,56.0
W.P. Labuan,2017-01-01,40-44,20.0
W.P. Labuan,2017-01-01,45-49,2.0
W.P. Labuan,2017-01-01,tfr,1.82
W.P. Labuan,2018-01-01,15-19,12.35
W.P. Labuan,2018-01-01,20-24,57.48
W.P. Labuan,2018-01-01,25-29,107.54
W.P. Labuan,2018-01-01,30-34,100.7
W.P. Labuan,2018-01-01,35-39,60.27
W.P. Labuan,2018-01-01,40-44,20.73
W.P. Labuan,2018-01-01,45-49,1.09
W.P. Labuan,2018-01-01,tfr,1.8
W.P. Labuan,2019-01-01,15-19,11.88
W.P. Labuan,2019-01-01,20-24,63.56
W.P. Labuan,2019-01-01,25-29,100.73
W.P. Labuan,2019-01-01,30-34,107.45
W.P. Labuan,2019-01-01,35-39,55.31
W.P. Labuan,2019-01-01,40-44,17.73
W.P. Labuan,2019-01-01,45-49,2.85
W.P. Labuan,2019-01-01,tfr,1.8
W.P. Labuan,2020-01-01,15-19,14.11
W.P. Labuan,2020-01-01,20-24,64.34
W.P. Labuan,2020-01-01,25-29,102.96
W.P. Labuan,2020-01-01,30-34,115.99
W.P. Labuan,2020-01-01,35-39,56.23
W.P. Labuan,2020-01-01,40-44,19.91
W.P. Labuan,2020-01-01,45-49,2.49
W.P. Labuan,2020-01-01,tfr,1.88
W.P. Labuan,2021-01-01,15-19,11.0
W.P. Labuan,2021-01-01,20-24,45.35
W.P. Labuan,2021-01-01,25-29,102.08
W.P. Labuan,2021-01-01,30-34,114.0
W.P. Labuan,2021-01-01,35-39,54.72
W.P. Labuan,2021-01-01,40-44,28.33
W.P. Labuan,2021-01-01,45-49,1.58
W.P. Labuan,2021-01-01,tfr,1.79
W.P. Labuan,2022-01-01,15-19,6.0
W.P. Labuan,2022-01-01,20-24,45.18
W.P. Labuan,2022-01-01,25-29,101.77
W.P. Labuan,2022-01-01,30-34,98.33
W.P. Labuan,2022-01-01,35-39,48.53
W.P. Labuan,2022-01-01,40-44,18.86
W.P. Labuan,2022-01-01,45-49,1.59
W.P. Labuan,2022-01-01,tfr,1.6
W.P. Labuan,2023-01-01,15-19,8.0
W.P. Labuan,2023-01-01,20-24,41.0
W.P. Labuan,2023-01-01,25-29,85.0
W.P. Labuan,2023-01-01,30-34,107.0
W.P. Labuan,2023-01-01,35-39,61.0
W.P. Labuan,2023-01-01,40-44,20.0
W.P. Labuan,2023-01-01,45-49,1.0
W.P. Labuan,2023-01-01,tfr,1.61
W.P. Labuan,2024-01-01,15-19,7.0
W.P. Labuan,2024-01-01,20-24,36.0
W.P. Labuan,2024-01-01,25-29,89.0
W.P. Labuan,2024-01-01,30-34,93.0
W.P. Labuan,2024-01-01,35-39,56.0
W.P. Labuan,2024-01-01,40-44,13.0
W.P. Labuan,2024-01-01,45-49,1.0
W.P. Labuan,2024-01-01,tfr,1.5
W.P. Putrajaya,2010-01-01,15-19,5.0
W.P. Putrajaya,2010-01-01,20-24,42.0
W.P. Putrajaya,2010-01-01,25-29,145.0
W.P. Putrajaya,2010-01-01,30-34,159.0
W.P. Putrajaya,2010-01-01,35-39,109.0
W.P. Putrajaya,2010-01-01,40-44,19.0
W.P. Putrajaya,2010-01-01,45-49,1.0
W.P. Putrajaya,2010-01-01,tfr,2.4
W.P. Putrajaya,2011-01-01,15-19,3.0
W.P. Putrajaya,2011-01-01,20-24,43.0
W.P. Putrajaya,2011-01-01,25-29,178.0
W.P. Putrajaya,2011-01-01,30-34,168.0
W.P. Putrajaya,2011-01-01,35-39,108.0
W.P. Putrajaya,2011-01-01,40-44,29.0
W.P. Putrajaya,2011-01-01,45-49,2.0
W.P. Putrajaya,2011-01-01,tfr,2.65
W.P. Putrajaya,2012-01-01,15-19,7.0
W.P. Putrajaya,2012-01-01,20-24,52.0
W.P. Putrajaya,2012-01-01,25-29,179.0
W.P. Putrajaya,2012-01-01,30-34,185.0
W.P. Putrajaya,2012-01-01,35-39,121.0
W.P. Putrajaya,2012-01-01,40-44,28.0
W.P. Putrajaya,2012-01-01,45-49,1.0
W.P. Putrajaya,2012-01-01,tfr,2.87
W.P. Putrajaya,2013-01-01,15-19,5.0
W.P. Putrajaya,2013-01-01,20-24,34.0
W.P. Putrajaya,2013-01-01,25-29,197.0
W.P. Putrajaya,2013-01-01,30-34,160.0
W.P. Putrajaya,2013-01-01,35-39,98.0
W.P. Putrajaya,2013-01-01,40-44,33.0
W.P. Putrajaya,2013-01-01,45-49,2.0
W.P. Putrajaya,2013-01-01,tfr,2.64
W.P. Putrajaya,2014-01-01,15-19,2.0
W.P. Putrajaya,2014-01-01,20-24,38.0
W.P. Putrajaya,2014-01-01,25-29,212.0
W.P. Putrajaya,2014-01-01,30-34,168.0
W.P. Putrajaya,2014-01-01,35-39,115.0
W.P. Putrajaya,2014-01-01,40-44,30.0
W.P. Putrajaya,2014-01-01,45-49,4.0
W.P. Putrajaya,2014-01-01,tfr,2.85
W.P. Putrajaya,2015-01-01,15-19,4.0
W.P. Putrajaya,2015-01-01,20-24,41.0
W.P. Putrajaya,2015-01-01,25-29,192.0
W.P. Putrajaya,2015-01-01,30-34,168.0
W.P. Putrajaya,2015-01-01,35-39,107.0
W.P. Putrajaya,2015-01-01,40-44,32.0
W.P. Putrajaya,2015-01-01,45-49,1.0
W.P. Putrajaya,2015-01-01,tfr,2.72
W.P. Putrajaya,2016-01-01,15-19,1.0
W.P. Putrajaya,2016-01-01,20-24,44.0
W.P. Putrajaya,2016-01-01,25-29,165.0
W.P. Putrajaya,2016-01-01,30-34,163.0
W.P. Putrajaya,2016-01-01,35-39,107.0
W.P. Putrajaya,2016-01-01,40-44,31.0
W.P. Putrajaya,2016-01-01,45-49,2.0
W.P. Putrajaya,2016-01-01,tfr,2.56
W.P. Putrajaya,2017-01-01,15-19,3.0
W.P. Putrajaya,2017-01-01,20-24,39.0
W.P. Putrajaya,2017-01-01,25-29,168.0
W.P. Putrajaya,2017-01-01,30-34,169.0
W.P. Putrajaya,2017-01-01,35-39,101.0
W.P. Putrajaya,2017-01-01,40-44,31.0
W.P. Putrajaya,2017-01-01,45-49,1.0
W.P. Putrajaya,2017-01-01,tfr,2.56
W.P. Putrajaya,2018-01-01,15-19,2.29
W.P. Putrajaya,2018-01-01,20-24,15.42
W.P. Putrajaya,2018-01-01,25-29,228.54
W.P. Putrajaya,2018-01-01,30-34,150.73
W.P. Putrajaya,2018-01-01,35-39,91.62
W.P. Putrajaya,2018-01-01,40-44,37.89
W.P. Putrajaya,2018-01-01,45-49,0.0
W.P. Putrajaya,2018-01-01,tfr,2.63
W.P. Putrajaya,2019-01-01,15-19,1.86
W.P. Putrajaya,2019-01-01,20-24,16.33
W.P. Putrajaya,2019-01-01,25-29,373.66
W.P. Putrajaya,2019-01-01,30-34,144.37
W.P. Putrajaya,2019-01-01,35-39,88.08
W.P. Putrajaya,2019-01-01,40-44,26.44
W.P. Putrajaya,2019-01-01,45-49,0.45
W.P. Putrajaya,2019-01-01,tfr,3.26
W.P. Putrajaya,2020-01-01,15-19,1.5
W.P. Putrajaya,2020-01-01,20-24,9.34
W.P. Putrajaya,2020-01-01,25-29,297.51
W.P. Putrajaya,2020-01-01,30-34,132.14
W.P. Putrajaya,2020-01-01,35-39,84.17
W.P. Putrajaya,2020-01-01,40-44,29.14
W.P. Putrajaya,2020-01-01,45-49,1.91
W.P. Putrajaya,2020-01-01,tfr,2.78
W.P. Putrajaya,2021-01-01,15-19,0.29
W.P. Putrajaya,2021-01-01,20-24,25.46
W.P. Putrajaya,2021-01-01,25-29,113.04
W.P. Putrajaya,2021-01-01,30-34,121.23
W.P. Putrajaya,2021-01-01,35-39,80.97
W.P. Putrajaya,2021-01-01,40-44,28.49
W.P. Putrajaya,2021-01-01,45-49,1.57
W.P. Putrajaya,2021-01-01,tfr,1.86
W.P. Putrajaya,2022-01-01,15-19,1.0
W.P. Putrajaya,2022-01-01,20-24,18.0
W.P. Putrajaya,2022-01-01,25-29,121.0
W.P. Putrajaya,2022-01-01,30-34,117.0
W.P. Putrajaya,2022-01-01,35-39,70.0
W.P. Putrajaya,2022-01-01,40-44,24.0
W.P. Putrajaya,2022-01-01,45-49,2.0
W.P. Putrajaya,2022-01-01,tfr,1.76
W.P. Putrajaya,2023-01-01,15-19,1.0
W.P. Putrajaya,2023-01-01,20-24,20.0
W.P. Putrajaya,2023-01-01,25-29,125.0
W.P. Putrajaya,2023-01-01,30-34,120.0
W.P. Putrajaya,2023-01-01,35-39,66.0
W.P. Putrajaya,2023-01-01,40-44,25.0
W.P. Putrajaya,2023-01-01,45-49,1.0
W.P. Putrajaya,2023-01-01,tfr,1.79
W.P. Putrajaya,2024-01-01,15-19,1.0
W.P. Putrajaya,2024-01-01,20-24,16.0
W.P. Putrajaya,2024-01-01,25-29,145.0
W.P. Putrajaya,2024-01-01,30-34,121.0
W.P. Putrajaya,2024-01-01,35-39,61.0
W.P. Putrajaya,2024-01-01,40-44,20.0
W.P. Putrajaya,2024-01-01,45-49,1.0
W.P. Putrajaya,2024-01-01,tfr,1.8
