state,date,age_group,fertility_rate
Perlis,2002-01-01,30-34,166.0
Perlis,2002-01-01,35-39,99.0
Perlis,2002-01-01,40-44,34.0
Perlis,2002-01-01,45-49,2.0
Perlis,2002-01-01,tfr,3.08
Perlis,2003-01-01,15-19,13.0
Perlis,2003-01-01,20-24,90.0
Perlis,2003-01-01,25-29,198.0
Perlis,2003-01-01,30-34,150.0
Perlis,2003-01-01,35-39,96.0
Perlis,2003-01-01,40-44,34.0
Perlis,2003-01-01,45-49,3.0
Perlis,2003-01-01,tfr,2.92
Perlis,2004-01-01,15-19,11.0
Perlis,2004-01-01,20-24,84.0
Perlis,2004-01-01,25-29,190.0
Perlis,2004-01-01,30-34,154.0
Perlis,2004-01-01,35-39,88.0
Perlis,2004-01-01,40-44,32.0
Perlis,2004-01-01,45-49,2.0
Perlis,2004-01-01,tfr,2.81
Perlis,2005-01-01,15-19,11.0
Perlis,2005-01-01,20-24,84.0
Perlis,2005-01-01,25-29,182.0
Perlis,2005-01-01,30-34,151.0
Perlis,2005-01-01,35-39,88.0
Perlis,2005-01-01,40-44,29.0
Perlis,2005-01-01,45-49,2.0
Perlis,2005-01-01,tfr,2.74
Perlis,2006-01-01,15-19,11.0
Perlis,2006-01-01,20-24,77.0
Perlis,2006-01-01,25-29,177.0
Perlis,2006-01-01,30-34,158.0
Perlis,2006-01-01,35-39,81.0
Perlis,2006-01-01,40-44,25.0
Perlis,2006-01-01,45-49,3.0
Perlis,2006-01-01,tfr,2.67
Perlis,2007-01-01,15-19,11.0
Perlis,2007-01-01,20-24,83.0
Perlis,2007-01-01,25-29,174.0
Perlis,2007-01-01,30-34,150.0
Perlis,2007-01-01,35-39,86.0
Perlis,2007-01-01,40-44,23.0
Perlis,2007-01-01,45-49,2.0
Perlis,2007-01-01,tfr,2.64
Perlis,2008-01-01,15-19,10.0
Perlis,2008-01-01,20-24,85.0
Perlis,2008-01-01,25-29,185.0
Perlis,2008-01-01,30-34,157.0
Perlis,2008-01-01,35-39,82.0
Perlis,2008-01-01,40-44,27.0
Perlis,2008-01-01,45-49,2.0
Perlis,2008-01-01,tfr,2.74
Perlis,2009-01-01,15-19,10.0
Perlis,2009-01-01,20-24,84.0
Perlis,2009-01-01,25-29,182.0
Perlis,2009-01-01,30-34,162.0
Perlis,2009-01-01,35-39,83.0
Perlis,2009-01-01,40-44,25.0
Perlis,2009-01-01,45-49,1.0
Perlis,2009-01-01,tfr,2.73
Perlis,2010-01-01,15-19,9.0
Perlis,2010-01-01,20-24,73.0
Perlis,2010-01-01,25-29,185.0
Perlis,2010-01-01,30-34,154.0
Perlis,2010-01-01,35-39,78.0
Perlis,2010-01-01,40-44,19.0
Perlis,2010-01-01,45-49,2.0
Perlis,2010-01-01,tfr,2.6
Perlis,2011-01-01,15-19,9.0
Perlis,2011-01-01,20-24,67.0
Perlis,2011-01-01,25-29,175.0
Perlis,2011-01-01,30-34,161.0
Perlis,2011-01-01,35-39,77.0
Perlis,2011-01-01,40-44,21.0
Perlis,2011-01-01,45-49,1.0
Perlis,2011-01-01,tfr,2.56
Perlis,2012-01-01,15-19,11.0
Perlis,2012-01-01,20-24,59.0
Perlis,2012-01-01,25-29,176.0
Perlis,2012-01-01,30-34,152.0
Perlis,2012-01-01,35-39,80.0
Perlis,2012-01-01,40-44,18.0
Perlis,2012-01-01,45-49,2.0
Perlis,2012-01-01,tfr,2.48
Perlis,2013-01-01,15-19,10.0
Perlis,2013-01-01,20-24,53.0
Perlis,2013-01-01,25-29,170.0
Perlis,2013-01-01,30-34,144.0
Perlis,2013-01-01,35-39,74.0
Perlis,2013-01-01,40-44,18.0
Perlis,2013-01-01,45-49,1.0
Perlis,2013-01-01,tfr,2.35
Perlis,2014-01-01,15-19,11.0
Perlis,2014-01-01,20-24,50.0
Perlis,2014-01-01,25-29,180.0
Perlis,2014-01-01,30-34,154.0
Perlis,2014-01-01,35-39,93.0
Perlis,2014-01-01,40-44,19.0
Perlis,2014-01-01,45-49,1.0
Perlis,2014-01-01,tfr,2.54
Perlis,2015-01-01,15-19,12.0
Perlis,2015-01-01,20-24,43.0
Perlis,2015-01-01,25-29,159.0
Perlis,2015-01-01,30-34,144.0
Perlis,2015-01-01,35-39,88.0
Perlis,2015-01-01,40-44,21.0
Perlis,2015-01-01,45-49,2.0
Perlis,2015-01-01,tfr,2.35
Perlis,2016-01-01,15-19,12.0
Perlis,2016-01-01,20-24,44.0
Perlis,2016-01-01,25-29,152.0
Perlis,2016-01-01,30-34,146.0
Perlis,2016-01-01,35-39,82.0
Perlis,2016-01-01,40-44,20.0
Perlis,2016-01-01,45-49,1.0
Perlis,2016-01-01,tfr,2.28
Perlis,2017-01-01,15-19,10.0
Perlis,2017-01-01,20-24,46.0
Perlis,2017-01-01,25-29,130.0
Perlis,2017-01-01,30-34,146.0
Perlis,2017-01-01,35-39,95.0
Perlis,2017-01-01,40-44,22.0
Perlis,2017-01-01,45-49,1.0
Perlis,2017-01-01,tfr,2.26
Perlis,2018-01-01,15-19,9.58
Perlis,2018-01-01,20-24,49.02
Perlis,2018-01-01,25-29,110.07
Perlis,2018-01-01,30-34,142.01
Perlis,2018-01-01,35-39,95.84
Perlis,2018-01-01,40-44,25.46
Perlis,2018-01-01,45-49,2.08
Perlis,2018-01-01,tfr,2.17
Perlis,2019-01-01,15-19,8.94
Perlis,2019-01-01,20-24,49.83
Perlis,2019-01-01,25-29,93.32
Perlis,2019-01-01,30-34,131.76
Perlis,2019-01-01,35-39,85.96
Perlis,2019-01-01,40-44,24.03
Perlis,2019-01-01,45-49,1.17
Perlis,2019-01-01,tfr,1.98
Perlis,2020-01-01,15-19,8.05
Perlis,2020-01-01,20-24,54.83
Perlis,2020-01-01,25-29,93.57
Perlis,2020-01-01,30-34,127.47
Perlis,2020-01-01,35-39,83.6
Perlis,2020-01-01,40-44,23.14
Perlis,2020-01-01,45-49,2.23
Perlis,2020-01-01,tfr,1.96
Perlis,2021-01-01,15-19,5.0
Perlis,2021-01-01,20-24,32.07
Perlis,2021-01-01,25-29,120.28
Perlis,2021-01-01,30-34,141.06
Perlis,2021-01-01,35-39,70.92
Perlis,2021-01-01,40-44,13.03
Perlis,2021-01-01,45-49,1.24
Perlis,2021-01-01,tfr,1.92
Perlis,2022-01-01,15-19,5.0
Perlis,2022-01-01,20-24,32.0
Perlis,2022-01-01,25-29,102.0
Perlis,2022-01-01,30-34,121.0
Perlis,2022-01-01,35-39,62.0
Perlis,2022-01-01,40-44,13.0
Perlis,2022-01-01,45-49,0.0
Perlis,2022-01-01,tfr,1.68
Perlis,2023-01-01,15-19,6.0
Perlis,2023-01-01,20-24,31.0
Perlis,2023-01-01,25-29,92.0
Perlis,2023-01-01,30-34,121.0
Perlis,2023-01-01,35-39,71.0
Perlis,2023-01-01,40-44,16.0
Perlis,2023-01-01,45-49,1.0
Perlis,2023-01-01,tfr,1.68
Perlis,2024-01-01,15-19,7.0
Perlis,2024-01-01,20-24,28.0
Perlis,2024-01-01,25-29,76.0
Perlis,2024-01-01,30-34,104.0
Perlis,2024-01-01,35-39,61.0
Perlis,2024-01-01,40-44,17.0
Perlis,2024-01-01,45-49,1.0
Perlis,2024-01-01,tfr,1.5
Pulau Pinang,2001-01-01,15-19,8.0
Pulau Pinang,2001-01-01,20-24,62.0
Pulau Pinang,2001-01-01,25-29,129.0
Pulau Pinang,2001-01-01,30-34,123.0
Pulau Pinang,2001-01-01,35-39,72.0
Pulau Pinang,2001-01-01,40-44,17.0
Pulau Pinang,2001-01-01,45-49,1.0
Pulau Pinang,2001-01-01,tfr,2.06
Pulau Pinang,2002-01-01,15-19,8.0
Pulau Pinang,2002-01-01,20-24,59.0
Pulau Pinang,2002-01-01,25-29,129.0
Pulau Pinang,2002-01-01,30-34,126.0
Pulau Pinang,2002-01-01,35-39,68.0
Pulau Pinang,2002-01-01,40-44,17.0
Pulau Pinang,2002-01-01,45-49,1.0
Pulau Pinang,2002-01-01,tfr,2.04
Pulau Pinang,2003-01-01,15-19,7.0
Pulau Pinang,2003-01-01,20-24,56.0
Pulau Pinang,2003-01-01,25-29,120.0
Pulau Pinang,2003-01-01,30-34,118.0
Pulau Pinang,2003-01-01,35-39,65.0
Pulau Pinang,2003-01-01,40-44,15.0
Pulau Pinang,2003-01-01,45-49,1.0
Pulau Pinang,2003-01-01,tfr,1.92
Pulau Pinang,2004-01-01,15-19,7.0
Pulau Pinang,2004-01-01,20-24,53.0
Pulau Pinang,2004-01-01,25-29,118.0
Pulau Pinang,2004-01-01,30-34,112.0
Pulau Pinang,2004-01-01,35-39,65.0
Pulau Pinang,2004-01-01,40-44,16.0
Pulau Pinang,2004-01-01,45-49,1.0
Pulau Pinang,2004-01-01,tfr,1.86
Pulau Pinang,2005-01-01,15-19,6.0
Pulau Pinang,2005-01-01,20-24,50.0
Pulau Pinang,2005-01-01,25-29,118.0
Pulau Pinang,2005-01-01,30-34,111.0
Pulau Pinang,2005-01-01,35-39,60.0
Pulau Pinang,2005-01-01,40-44,15.0
Pulau Pinang,2005-01-01,45-49,1.0
Pulau Pinang,2005-01-01,tfr,1.8
Pulau Pinang,2006-01-01,15-19,6.0
Pulau Pinang,2006-01-01,20-24,47.0
Pulau Pinang,2006-01-01,25-29,112.0
Pulau Pinang,2006-01-01,30-34,110.0
Pulau Pinang,2006-01-01,35-39,58.0
Pulau Pinang,2006-01-01,40-44,15.0
Pulau Pinang,2006-01-01,45-49,1.0
Pulau Pinang,2006-01-01,tfr,1.74
Pulau Pinang,2007-01-01,15-19,6.0
Pulau Pinang,2007-01-01,20-24,44.0
Pulau Pinang,2007-01-01,25-29,113.0
Pulau Pinang,2007-01-01,30-34,112.0
Pulau Pinang,2007-01-01,35-39,59.0
Pulau Pinang,2007-01-01,40-44,14.0
Pulau Pinang,2007-01-01,45-49,1.0
Pulau Pinang,2007-01-01,tfr,1.75
Pulau Pinang,2008-01-01,15-19,6.0
Pulau Pinang,2008-01-01,20-24,42.0
Pulau Pinang,2008-01-01,25-29,113.0
Pulau Pinang,2008-01-01,30-34,116.0
Pulau Pinang,2008-01-01,35-39,59.0
Pulau Pinang,2008-01-01,40-44,15.0
Pulau Pinang,2008-01-01,45-49,1.0
Pulau Pinang,2008-01-01,tfr,1.76
Pulau Pinang,2009-01-01,15-19,6.0
Pulau Pinang,2009-01-01,20-24,41.0
Pulau Pinang,2009-01-01,25-29,106.0
Pulau Pinang,2009-01-01,30-34,115.0
Pulau Pinang,2009-01-01,35-39,61.0
Pulau Pinang,2009-01-01,40-44,13.0
Pulau Pinang,2009-01-01,45-49,1.0
Pulau Pinang,2009-01-01,tfr,1.71
Pulau Pinang,2010-01-01,15-19,6.0
Pulau Pinang,2010-01-01,20-24,37.0
Pulau Pinang,2010-01-01,25-29,95.0
Pulau Pinang,2010-01-01,30-34,104.0
Pulau Pinang,2010-01-01,35-39,54.0
Pulau Pinang,2010-01-01,40-44,14.0
Pulau Pinang,2010-01-01,45-49,1.0
Pulau Pinang,2010-01-01,tfr,1.56
Pulau Pinang,2011-01-01,15-19,6.0
Pulau Pinang,2011-01-01,20-24,34.0
Pulau Pinang,2011-01-01,25-29,96.0
Pulau Pinang,2011-01-01,30-34,113.0
Pulau Pinang,2011-01-01,35-39,59.0
Pulau Pinang,2011-01-01,40-44,14.0
Pulau Pinang,2011-01-01,45-49,1.0
Pulau Pinang,2011-01-01,tfr,1.62
Pulau Pinang,2012-01-01,15-19,7.0
Pulau Pinang,2012-01-01,20-24,34.0
Pulau Pinang,2012-01-01,25-29,101.0
Pulau Pinang,2012-01-01,30-34,119.0
Pulau Pinang,2012-01-01,35-39,63.0
Pulau Pinang,2012-01-01,40-44,14.0
Pulau Pinang,2012-01-01,45-49,1.0
Pulau Pinang,2012-01-01,tfr,1.7
Pulau Pinang,2013-01-01,15-19,6.0
Pulau Pinang,2013-01-01,20-24,28.0
Pulau Pinang,2013-01-01,25-29,87.0
Pulau Pinang,2013-01-01,30-34,102.0
Pulau Pinang,2013-01-01,35-39,58.0
Pulau Pinang,2013-01-01,40-44,13.0
Pulau Pinang,2013-01-01,45-49,1.0
Pulau Pinang,2013-01-01,tfr,1.48
Pulau Pinang,2014-01-01,15-19,7.0
Pulau Pinang,2014-01-01,20-24,31.0
Pulau Pinang,2014-01-01,25-29,91.0
Pulau Pinang,2014-01-01,30-34,105.0
Pulau Pinang,2014-01-01,35-39,63.0
Pulau Pinang,2014-01-01,40-44,13.0
Pulau Pinang,2014-01-01,45-49,1.0
Pulau Pinang,2014-01-01,tfr,1.56
Pulau Pinang,2015-01-01,15-19,7.0
Pulau Pinang,2015-01-01,20-24,31.0
Pulau Pinang,2015-01-01,25-29,83.0
Pulau Pinang,2015-01-01,30-34,100.0
Pulau Pinang,2015-01-01,35-39,63.0
Pulau Pinang,2015-01-01,40-44,14.0
Pulau Pinang,2015-01-01,45-49,1.0
Pulau Pinang,2015-01-01,tfr,1.49
Pulau Pinang,2016-01-01,15-19,7.0
Pulau Pinang,2016-01-01,20-24,31.0
Pulau Pinang,2016-01-01,25-29,77.0
Pulau Pinang,2016-01-01,30-34,95.0
Pulau Pinang,2016-01-01,35-39,62.0
Pulau Pinang,2016-01-01,40-44,14.0
Pulau Pinang,2016-01-01,45-49,1.0
Pulau Pinang,2016-01-01,tfr,1.44
Pulau Pinang,2017-01-01,15-19,6.0
Pulau Pinang,2017-01-01,20-24,31.0
Pulau Pinang,2017-01-01,25-29,76.0
Pulau Pinang,2017-01-01,30-34,91.0
Pulau Pinang,2017-01-01,35-39,59.0
Pulau Pinang,2017-01-01,40-44,14.0
Pulau Pinang,2017-01-01,45-49,1.0
Pulau Pinang,2017-01-01,tfr,1.39
Pulau Pinang,2018-01-01,15-19,5.02
Pulau Pinang,2018-01-01,20-24,29.54
Pulau Pinang,2018-01-01,25-29,69.22
Pulau Pinang,2018-01-01,30-34,87.87
Pulau Pinang,2018-01-01,35-39,57.33
Pulau Pinang,2018-01-01,40-44,14.5
Pulau Pinang,2018-01-01,45-49,1.04
Pulau Pinang,2018-01-01,tfr,1.32
Pulau Pinang,2019-01-01,15-19,4.78
Pulau Pinang,2019-01-01,20-24,29.46
Pulau Pinang,2019-01-01,25-29,68.65
Pulau Pinang,2019-01-01,30-34,83.36
Pulau Pinang,2019-01-01,35-39,54.6
Pulau Pinang,2019-01-01,40-44,14.67
Pulau Pinang,2019-01-01,45-49,0.61
Pulau Pinang,2019-01-01,tfr,1.28
Pulau Pinang,2020-01-01,15-19,5.45
Pulau Pinang,2020-01-01,20-24,27.98
Pulau Pinang,2020-01-01,25-29,69.02
Pulau Pinang,2020-01-01,30-34,77.9
Pulau Pinang,2020-01-01,35-39,54.18
Pulau Pinang,2020-01-01,40-44,14.67
Pulau Pinang,2020-01-01,45-49,0.93
Pulau Pinang,2020-01-01,tfr,1.25
Pulau Pinang,2021-01-01,15-19,4.23
Pulau Pinang,2021-01-01,20-24,27.9
Pulau Pinang,2021-01-01,25-29,68.51
Pulau Pinang,2021-01-01,30-34,76.36
Pulau Pinang,2021-01-01,35-39,52.71
Pulau Pinang,2021-01-01,40-44,14.41
Pulau Pinang,2021-01-01,45-49,1.01
Pulau Pinang,2021-01-01,tfr,1.23
Pulau Pinang,2022-01-01,15-19,5.0
Pulau Pinang,2022-01-01,20-24,29.0
Pulau Pinang,2022-01-01,25-29,71.0
Pulau Pinang,2022-01-01,30-34,70.0
Pulau Pinang,2022-01-01,35-39,45.0
Pulau Pinang,2022-01-01,40-44,12.0
Pulau Pinang,2022-01-01,45-49,1.0
Pulau Pinang,2022-01-01,tfr,1.17
Pulau Pinang,2023-01-01,15-19,8.0
Pulau Pinang,2023-01-01,20-24,32.0
Pulau Pinang,2023-01-01,25-29,75.0
Pulau Pinang,2023-01-01,30-34,76.0
Pulau Pinang,2023-01-01,35-39,50.0
Pulau Pinang,2023-01-01,40-44,14.0
Pulau Pinang,2023-01-01,45-49,1.0
Pulau Pinang,2023-01-01,tfr,1.27
Pulau Pinang,2024-01-01,15-19,6.0
Pulau Pinang,2024-01-01,20-24,26.0
Pulau Pinang,2024-01-01,25-29,67.0
Pulau Pinang,2024-01-01,30-34,74.0
Pulau Pinang,2024-01-01,35-39,45.0
Pulau Pinang,2024-01-01,40-44,13.0
Pulau Pinang,2024-01-01,45-49,1.0
Pulau Pinang,2024-01-01,tfr,1.2
Sabah,2001-01-01,15-19,21.34
Sabah,2001-01-01,20-24,87.1
Sabah,2001-01-01,25-29,124.8
Sabah,2001-01-01,30-34,112.08
Sabah,2001-01-01,35-39,74.07
Sabah,2001-01-01,40-44,37.24
Sabah,2001-01-01,45-49,10.14
Sabah,2001-01-01,tfr,2.33
Sabah,2002-01-01,15-19,18.65
Sabah,2002-01-01,20-24,75.78
Sabah,2002-01-01,25-29,114.34
Sabah,2002-01-01,30-34,108.39
Sabah,2002-01-01,35-39,69.28
Sabah,2002-01-01,40-44,34.16
Sabah,2002-01-01,45-49,8.38
Sabah,2002-01-01,tfr,2.14
Sabah,2003-01-01,15-19,17.21
Sabah,2003-01-01,20-24,70.4
Sabah,2003-01-01,25-29,107.96
Sabah,2003-01-01,30-34,99.72
Sabah,2003-01-01,35-39,66.31
Sabah,2003-01-01,40-44,30.25
Sabah,2003-01-01,45-49,9.11
Sabah,2003-01-01,tfr,2.0
Sabah,2004-01-01,15-19,17.97
Sabah,2004-01-01,20-24,67.31
Sabah,2004-01-01,25-29,109.49
Sabah,2004-01-01,30-34,101.7
Sabah,2004-01-01,35-39,68.36
Sabah,2004-01-01,40-44,30.32
Sabah,2004-01-01,45-49,9.33
Sabah,2004-01-01,tfr,2.02
Sabah,2005-01-01,15-19,17.39
Sabah,2005-01-01,20-24,65.02
Sabah,2005-01-01,25-29,108.92
Sabah,2005-01-01,30-34,101.9
Sabah,2005-01-01,35-39,67.68
Sabah,2005-01-01,40-44,27.96
Sabah,2005-01-01,45-49,9.69
Sabah,2005-01-01,tfr,1.99
Sabah,2006-01-01,15-19,17.12
Sabah,2006-01-01,20-24,61.11
Sabah,2006-01-01,25-29,100.97
Sabah,2006-01-01,30-34,95.62
Sabah,2006-01-01,35-39,65.64
Sabah,2006-01-01,40-44,26.59
Sabah,2006-01-01,45-49,6.43
Sabah,2006-01-01,tfr,1.87
Sabah,2007-01-01,15-19,16.57
Sabah,2007-01-01,20-24,60.01
Sabah,2007-01-01,25-29,95.68
Sabah,2007-01-01,30-34,97.31
Sabah,2007-01-01,35-39,64.12
Sabah,2007-01-01,40-44,25.04
Sabah,2007-01-01,45-49,6.15
Sabah,2007-01-01,tfr,1.82
Sabah,2008-01-01,15-19,18.58
Sabah,2008-01-01,20-24,63.04
Sabah,2008-01-01,25-29,92.39
Sabah,2008-01-01,30-34,101.83
Sabah,2008-01-01,35-39,64.5
Sabah,2008-01-01,40-44,27.11
Sabah,2008-01-01,45-49,5.96
Sabah,2008-01-01,tfr,1.87
Sabah,2009-01-01,15-19,20.9
Sabah,2009-01-01,20-24,67.11
Sabah,2009-01-01,25-29,87.24
Sabah,2009-01-01,30-34,103.07
Sabah,2009-01-01,35-39,63.12
Sabah,2009-01-01,40-44,26.77
Sabah,2009-01-01,45-49,5.36
Sabah,2009-01-01,tfr,1.87
Sabah,2010-01-01,15-19,21.79
Sabah,2010-01-01,20-24,65.86
Sabah,2010-01-01,25-29,84.48
Sabah,2010-01-01,30-34,99.74
Sabah,2010-01-01,35-39,63.2
Sabah,2010-01-01,40-44,26.54
Sabah,2010-01-01,45-49,5.56
Sabah,2010-01-01,tfr,1.84
Sabah,2011-01-01,15-19,21.43
Sabah,2011-01-01,20-24,63.3
Sabah,2011-01-01,25-29,82.23
Sabah,2011-01-01,30-34,99.48
Sabah,2011-01-01,35-39,63.6
Sabah,2011-01-01,40-44,26.09
Sabah,2011-01-01,45-49,5.19
Sabah,2011-01-01,tfr,1.81
Sabah,2012-01-01,15-19,22.12
Sabah,2012-01-01,20-24,63.59
Sabah,2012-01-01,25-29,84.93
Sabah,2012-01-01,30-34,100.29
Sabah,2012-01-01,35-39,65.15
Sabah,2012-01-01,40-44,25.95
Sabah,2012-01-01,45-49,6.12
Sabah,2012-01-01,tfr,1.84
Sabah,2013-01-01,15-19,20.35
Sabah,2013-01-01,20-24,58.59
Sabah,2013-01-01,25-29,77.95
Sabah,2013-01-01,30-34,89.16
Sabah,2013-01-01,35-39,60.52
Sabah,2013-01-01,40-44,23.55
Sabah,2013-01-01,45-49,5.36
Sabah,2013-01-01,tfr,1.68
Sabah,2014-01-01,15-19,20.0
Sabah,2014-01-01,20-24,56.0
Sabah,2014-01-01,25-29,79.0
Sabah,2014-01-01,30-34,88.0
Sabah,2014-01-01,35-39,61.0
Sabah,2014-01-01,40-44,23.0
Sabah,2014-01-01,45-49,4.0
Sabah,2014-01-01,tfr,1.66
Sabah,2015-01-01,15-19,16.0
Sabah,2015-01-01,20-24,51.0
Sabah,2015-01-01,25-29,74.0
Sabah,2015-01-01,30-34,84.0
Sabah,2015-01-01,35-39,59.0
Sabah,2015-01-01,40-44,23.0
Sabah,2015-01-01,45-49,4.0
Sabah,2015-01-01,tfr,1.55
Sabah,2016-01-01,15-19,13.0
Sabah,2016-01-01,20-24,46.0
Sabah,2016-01-01,25-29,68.0
Sabah,2016-01-01,30-34,81.0
Sabah,2016-01-01,35-39,56.0
Sabah,2016-01-01,40-44,20.0
Sabah,2016-01-01,45-49,4.0
Sabah,2016-01-01,tfr,1.44
Sabah,2017-01-01,15-19,11.0
Sabah,2017-01-01,20-24,44.0
Sabah,2017-01-01,25-29,68.0
Sabah,2017-01-01,30-34,82.0
Sabah,2017-01-01,35-39,58.0
Sabah,2017-01-01,40-44,20.0
Sabah,2017-01-01,45-49,3.0
Sabah,2017-01-01,tfr,1.43
Sabah,2018-01-01,15-19,11.09
Sabah,2018-01-01,20-24,43.08
Sabah,2018-01-01,25-29,67.3
Sabah,2018-01-01,30-34,84.53
Sabah,2018-01-01,35-39,54.57
Sabah,2018-01-01,40-44,21.38
Sabah,2018-01-01,45-49,3.48
Sabah,2018-01-01,tfr,1.43
Sabah,2019-01-01,15-19,11.1
Sabah,2019-01-01,20-24,42.08
Sabah,2019-01-01,25-29,67.91
Sabah,2019-01-01,30-34,81.99
Sabah,2019-01-01,35-39,54.78
Sabah,2019-01-01,40-44,21.72
Sabah,2019-01-01,45-49,3.14
Sabah,2019-01-01,tfr,1.41
Sabah,2020-01-01,15-19,9.34
Sabah,2020-01-01,20-24,38.79
Sabah,2020-01-01,25-29,63.47
Sabah,2020-01-01,30-34,78.67
Sabah,2020-01-01,35-39,52.54
Sabah,2020-01-01,40-44,21.03
Sabah,2020-01-01,45-49,2.79
Sabah,2020-01-01,tfr,1.33
Sabah,2021-01-01,15-19,8.47
Sabah,2021-01-01,20-24,40.25
Sabah,2021-01-01,25-29,70.19
Sabah,2021-01-01,30-34,80.4
Sabah,2021-01-01,35-39,53.7
Sabah,2021-01-01,40-44,21.63
Sabah,2021-01-01,45-49,2.67
Sabah,2021-01-01,tfr,1.39
Sabah,2022-01-01,15-19,9.0
Sabah,2022-01-01,20-24,42.0
Sabah,2022-01-01,25-29,76.0
Sabah,2022-01-01,30-34,84.0
Sabah,2022-01-01,35-39,53.0
Sabah,2022-01-01,40-44,21.0
Sabah,2022-01-01,45-49,3.0
Sabah,2022-01-01,tfr,1.44
Sabah,2023-01-01,15-19,8.0
Sabah,2023-01-01,20-24,40.0
Sabah,2023-01-01,25-29,74.0
Sabah,2023-01-01,30-34,87.0
Sabah,2023-01-01,35-39,58.0
Sabah,2023-01-01,40-44,21.0
Sabah,2023-01-01,45-49,3.0
Sabah,2023-01-01,tfr,1.46
Sabah,2024-01-01,15-19,7.0
Sabah,2024-01-01,20-24,34.0
Sabah,2024-01-01,25-29,63.0
Sabah,2024-01-01,30-34,78.0
Sabah,2024-01-01,35-39,53.0
Sabah,2024-01-01,40-44,18.0
Sabah,2024-01-01,45-49,3.0
Sabah,2024-01-01,tfr,1.3
Sarawak,2001-01-01,15-19,36.0
Sarawak,2001-01-01,20-24,115.0
Sarawak,2001-01-01,25-29,160.0
Sarawak,2001-01-01,30-34,136.0
Sarawak,2001-01-01,35-39,77.0
Sarawak,2001-01-01,40-44,24.0
Sarawak,2001-01-01,45-49,3.0
Sarawak,2001-01-01,tfr,2.76
Sarawak,2002-01-01,15-19,32.0
Sarawak,2002-01-01,20-24,111.0
Sarawak,2002-01-01,25-29,155.0
Sarawak,2002-01-01,30-34,135.0
Sarawak,2002-01-01,35-39,72.0
Sarawak,2002-01-01,40-44,24.0
Sarawak,2002-01-01,45-49,3.0
Sarawak,2002-01-01,tfr,2.67
Sarawak,2003-01-01,15-19,31.0
Sarawak,2003-01-01,20-24,107.0
Sarawak,2003-01-01,25-29,152.0
Sarawak,2003-01-01,30-34,131.0
Sarawak,2003-01-01,35-39,71.0
Sarawak,2003-01-01,40-44,22.0
Sarawak,2003-01-01,45-49,3.0
Sarawak,2003-01-01,tfr,2.59
Sarawak,2004-01-01,15-19,32.0
Sarawak,2004-01-01,20-24,105.0
Sarawak,2004-01-01,25-29,144.0
Sarawak,2004-01-01,30-34,130.0
Sarawak,2004-01-01,35-39,70.0
Sarawak,2004-01-01,40-44,22.0
Sarawak,2004-01-01,45-49,2.0
Sarawak,2004-01-01,tfr,2.53
Sarawak,2005-01-01,15-19,31.0
Sarawak,2005-01-01,20-24,104.0
Sarawak,2005-01-01,25-29,144.0
Sarawak,2005-01-01,30-34,126.0
Sarawak,2005-01-01,35-39,70.0
Sarawak,2005-01-01,40-44,20.0
Sarawak,2005-01-01,45-49,2.0
Sarawak,2005-01-01,tfr,2.48
Sarawak,2006-01-01,15-19,29.0
Sarawak,2006-01-01,20-24,99.0
Sarawak,2006-01-01,25-29,142.0
Sarawak,2006-01-01,30-34,124.0
Sarawak,2006-01-01,35-39,69.0
Sarawak,2006-01-01,40-44,21.0
Sarawak,2006-01-01,45-49,2.0
Sarawak,2006-01-01,tfr,2.43
Sarawak,2007-01-01,15-19,30.0
Sarawak,2007-01-01,20-24,95.0
Sarawak,2007-01-01,25-29,139.0
Sarawak,2007-01-01,30-34,120.0
Sarawak,2007-01-01,35-39,69.0
Sarawak,2007-01-01,40-44,19.0
Sarawak,2007-01-01,45-49,2.0
Sarawak,2007-01-01,tfr,2.37
Sarawak,2008-01-01,15-19,31.0
Sarawak,2008-01-01,20-24,96.0
Sarawak,2008-01-01,25-29,136.0
Sarawak,2008-01-01,30-34,121.0
Sarawak,2008-01-01,35-39,68.0
Sarawak,2008-01-01,40-44,20.0
Sarawak,2008-01-01,45-49,2.0
Sarawak,2008-01-01,tfr,2.37
Sarawak,2009-01-01,15-19,33.0
Sarawak,2009-01-01,20-24,92.0
Sarawak,2009-01-01,25-29,133.0
Sarawak,2009-01-01,30-34,123.0
Sarawak,2009-01-01,35-39,67.0
Sarawak,2009-01-01,40-44,20.0
Sarawak,2009-01-01,45-49,2.0
Sarawak,2009-01-01,tfr,2.35
Sarawak,2010-01-01,15-19,32.0
Sarawak,2010-01-01,20-24,84.0
Sarawak,2010-01-01,25-29,123.0
Sarawak,2010-01-01,30-34,117.0
Sarawak,2010-01-01,35-39,62.0
Sarawak,2010-01-01,40-44,18.0
Sarawak,2010-01-01,45-49,2.0
Sarawak,2010-01-01,tfr,2.18
Sarawak,2011-01-01,15-19,32.0
Sarawak,2011-01-01,20-24,84.0
Sarawak,2011-01-01,25-29,122.0
Sarawak,2011-01-01,30-34,123.0
Sarawak,2011-01-01,35-39,64.0
Sarawak,2011-01-01,40-44,18.0
Sarawak,2011-01-01,45-49,2.0
Sarawak,2011-01-01,tfr,2.23
Sarawak,2012-01-01,15-19,32.0
Sarawak,2012-01-01,20-24,80.0
Sarawak,2012-01-01,25-29,120.0
